OrderID,ProductID,Quantity,Price,OrderDate
2500,104,5,11.0,2023-03-30
2501,104,3,28.75,2022-02-01
2502,104,2,16.31,2021-10-29
2503,107,3,29.24,2023-12-30
2504,102,1,24.17,2022-04-17
2505,103,4,19.96,2023-06-15
2506,104,4,15.44,2023-02-21
2507,106,4,26.34,2021-03-20
2508,101,4,19.9,2022-07-24
2509,101,2,10.46,2022-08-25
2510,104,1,20.83,2023-10-16
2511,102,4,21.55,2021-04-05
2512,104,1,14.39,2023-11-02
2513,104,2,20.74,2023-02-26
2514,101,1,18.11,2021-05-06
2515,102,5,21.46,2023-11-15
2516,106,2,20.33,2021-09-24
2517,105,4,18.08,2021-03-10
2518,105,1,13.08,2021-12-08
2519,104,2,25.66,2022-04-02
2520,103,4,22.46,2021-05-02
2521,104,4,10.86,2021-07-26
2522,106,4,13.17,2022-08-20
2523,101,4,11.78,2024-02-04
2524,104,2,18.36,2023-03-25
2525,104,4,18.9,2023-02-16
2526,103,4,23.13,2023-09-19
2527,107,3,24.54,2023-07-31
2528,101,5,29.67,2023-09-02
2529,101,4,29.95,2023-11-01
2530,103,3,18.58,2021-09-10
2531,102,5,11.71,2023-05-24
2532,102,1,17.12,2021-12-02
2533,102,1,10.5,2023-04-02
2534,106,4,22.43,2023-05-10
2535,105,3,22.11,2023-03-31
2536,103,3,24.23,2022-08-15
2537,105,2,12.54,2023-03-09
2538,104,3,15.28,2022-01-03
2539,103,2,26.6,2023-12-03
2540,107,4,24.38,2023-12-28
2541,102,4,25.88,2022-12-28
2542,105,1,28.83,2023-08-04
2543,103,1,19.99,2021-04-12
2544,101,4,28.89,2022-09-19
2545,106,5,29.82,2022-07-27
2546,106,5,11.46,2021-10-27
2547,105,4,10.61,2023-11-02
2548,107,1,19.7,2021-11-25
2549,101,4,22.38,2023-06-28
2550,106,1,20.23,2023-06-05
2551,104,5,27.25,2022-07-21
2552,104,5,16.42,2021-04-06
2553,102,3,27.66,2021-03-11
2554,104,1,12.95,2023-11-05
2555,107,3,28.81,2022-08-04
2556,107,4,10.91,2021-05-28
2557,101,3,11.25,2024-01-21
2558,105,3,17.8,2023-11-30
2559,103,2,20.65,2022-05-11
2560,102,4,20.6,2022-01-03
2561,104,1,28.37,2021-05-13
2562,103,4,15.24,2021-12-26
2563,104,1,18.24,2023-06-18
2564,107,4,24.55,2021-04-01
2565,102,2,20.39,2023-03-28
2566,106,1,12.64,2022-05-14
2567,107,5,29.09,2022-12-18
2568,104,3,25.8,2021-08-13
2569,107,3,13.27,2021-07-25
2570,103,5,29.38,2022-12-02
2571,103,2,24.66,2022-10-16
2572,104,4,12.6,2023-05-23
2573,105,4,11.89,2021-05-29
2574,104,3,28.23,2022-06-05
2575,104,3,20.57,2022-12-28
2576,107,4,12.65,2023-12-15
2577,105,4,26.33,2021-03-31
2578,103,3,25.84,2023-11-23
2579,102,3,15.29,2022-04-01
2580,107,3,23.85,2023-02-09
2581,102,5,16.17,2024-02-12
2582,101,5,27.7,2023-01-15
2583,106,4,25.66,2022-06-29
2584,101,2,29.19,2023-04-28
2585,101,5,23.11,2023-04-07
2586,106,1,20.9,2022-07-05
2587,106,2,20.0,2022-03-30
2588,103,2,19.35,2023-12-27
2589,102,4,20.29,2021-05-08
2590,105,3,12.76,2023-12-13
2591,106,2,24.14,2021-12-13
2592,101,2,16.52,2023-07-21
2593,104,2,29.67,2022-08-06
2594,107,1,25.63,2023-05-05
2595,101,3,24.57,2023-01-05
2596,104,5,22.64,2021-08-01
2597,102,4,27.16,2021-12-15
2598,106,1,23.43,2022-11-29
2599,104,2,19.76,2024-02-05
2600,102,3,25.58,2021-07-29
2601,103,3,12.44,2023-02-28
2602,107,4,21.29,2022-09-30
2603,104,2,16.84,2021-03-03
2604,104,3,25.26,2023-01-04
2605,105,4,22.61,2023-08-04
2606,105,1,22.41,2021-05-18
2607,106,1,15.94,2022-04-06
2608,104,3,16.21,2023-05-26
2609,104,3,13.58,2023-03-18
2610,102,1,13.31,2021-04-09
2611,107,1,13.17,2024-01-28
2612,105,4,24.86,2023-03-11
2613,104,5,27.65,2022-06-29
2614,103,1,11.5,2022-01-04
2615,103,4,11.46,2023-09-20
2616,105,1,29.77,2023-04-01
2617,107,1,15.63,2021-04-25
2618,102,5,11.77,2023-06-05
2619,105,4,29.06,2022-10-24
2620,103,5,12.31,2022-07-27
2621,102,5,15.03,2023-08-28
2622,103,5,16.31,2023-11-27
2623,102,2,27.53,2021-06-24
2624,104,4,23.2,2021-08-06
2625,106,3,15.02,2022-01-13
2626,106,2,28.13,2021-06-09
2627,107,1,15.87,2021-07-01
2628,101,2,18.96,2022-12-10
2629,102,5,12.36,2022-08-15
2630,105,5,23.35,2021-08-30
2631,102,3,18.37,2022-07-26
2632,104,1,22.11,2023-11-28
2633,102,2,11.79,2021-11-22
2634,104,5,21.85,2023-07-31
2635,102,4,27.12,2023-05-23
2636,101,1,20.61,2023-09-06
2637,101,4,18.92,2022-09-03
2638,103,3,29.29,2022-06-06
2639,107,2,12.59,2021-09-26
2640,104,3,29.64,2024-01-06
2641,103,5,17.35,2022-04-22
2642,107,2,18.69,2021-04-12
2643,105,4,12.17,2021-04-25
2644,103,3,16.16,2023-04-21
2645,101,3,21.68,2023-08-08
2646,106,3,15.92,2022-02-24
2647,102,5,11.15,2022-07-19
2648,107,4,20.14,2022-02-06
2649,106,2,26.44,2021-03-03
2650,106,4,27.67,2023-11-12
2651,107,3,22.62,2023-01-11
2652,106,1,10.42,2023-03-09
2653,104,4,24.35,2021-07-04
2654,102,3,29.51,2022-09-01
2655,107,2,23.14,2022-02-17
2656,103,2,18.11,2021-05-29
2657,102,5,20.75,2021-07-15
2658,102,5,27.73,2022-08-09
2659,106,3,15.44,2024-01-08
2660,104,3,22.54,2022-11-24
2661,104,5,17.28,2022-02-02
2662,106,4,19.04,2021-04-24
2663,107,5,23.62,2023-10-19
2664,101,4,23.26,2021-06-07
2665,103,5,12.86,2022-04-11
2666,105,4,13.89,2024-02-04
2667,105,3,11.21,2021-09-28
2668,105,5,29.53,2024-01-07
2669,102,4,26.57,2024-02-08
2670,101,4,14.0,2024-02-15
2671,105,3,29.59,2023-08-13
2672,103,2,14.46,2022-06-23
2673,101,5,13.63,2021-03-11
2674,107,4,28.7,2021-02-23
2675,101,2,22.82,2021-12-14
2676,107,3,16.08,2023-09-08
2677,101,2,14.49,2023-11-25
2678,101,1,10.81,2022-07-23
2679,106,5,25.42,2022-11-12
2680,101,1,14.86,2021-10-02
2681,106,5,22.81,2022-04-11
2682,105,1,20.04,2023-10-15
2683,105,1,26.4,2022-03-17
2684,106,2,15.2,2022-06-08
2685,106,4,10.24,2021-03-30
2686,101,2,22.79,2021-12-13
2687,101,1,19.04,2022-05-03
2688,105,3,10.66,2021-12-05
2689,107,2,19.07,2021-09-05
2690,101,1,10.19,2023-02-05
2691,107,1,15.45,2023-03-23
2692,105,3,24.48,2023-10-18
2693,103,1,27.53,2023-02-06
2694,104,1,19.64,2021-12-02
2695,107,2,15.4,2022-11-16
2696,101,1,19.75,2022-01-13
2697,106,3,26.07,2022-10-22
2698,102,5,27.89,2024-01-01
2699,104,3,26.78,2023-07-03
2700,106,4,29.93,2021-04-27
2701,101,5,24.31,2022-11-17
2702,105,4,13.83,2023-10-13
2703,106,2,21.29,2021-02-19
2704,103,1,10.85,2022-10-09
2705,102,1,17.71,2022-02-25
2706,103,4,20.26,2022-01-20
2707,107,2,21.0,2022-08-18
2708,107,4,14.75,2023-07-11
2709,103,2,15.95,2021-08-02
2710,101,5,28.22,2021-07-21
2711,104,5,26.36,2023-11-08
2712,106,3,22.04,2021-03-04
2713,102,4,12.82,2023-09-25
2714,104,5,15.87,2021-10-20
2715,106,2,11.31,2022-03-12
2716,107,4,20.73,2021-03-04
2717,107,4,12.24,2021-03-26
2718,104,1,22.75,2022-06-24
2719,107,2,19.83,2024-01-11
2720,101,2,11.65,2023-08-21
2721,105,1,25.1,2022-04-27
2722,103,3,25.76,2023-01-16
2723,101,4,11.86,2021-11-13
2724,106,1,18.29,2021-06-23
2725,106,1,27.46,2022-04-20
2726,107,2,16.53,2022-09-12
2727,105,2,10.47,2023-08-14
2728,105,3,19.96,2023-12-03
2729,104,3,15.23,2022-02-11
2730,104,4,11.86,2023-02-21
2731,106,5,28.1,2022-09-10
2732,106,4,29.67,2022-08-14
2733,104,3,25.46,2021-10-11
2734,101,4,11.87,2021-04-30
2735,105,4,21.8,2022-08-18
2736,101,1,26.5,2021-04-24
2737,104,5,21.31,2023-11-04
2738,101,5,20.89,2021-04-30
2739,105,4,15.94,2023-08-03
2740,101,5,29.25,2021-05-20
2741,107,1,27.82,2022-06-17
2742,102,1,21.61,2023-07-28
2743,106,4,16.36,2022-02-22
2744,104,1,18.13,2022-10-24
2745,106,4,19.41,2022-09-26
2746,104,5,21.17,2021-09-28
2747,102,1,13.13,2023-08-31
2748,103,4,22.34,2022-09-21
2749,106,4,22.43,2021-10-17
2750,104,1,11.19,2022-10-05
2751,102,2,15.41,2022-08-22
2752,101,1,22.4,2021-11-27
2753,103,4,15.76,2022-11-15
2754,106,2,26.16,2022-07-07
2755,105,5,13.63,2023-01-13
2756,103,1,15.35,2021-03-01
2757,106,4,26.24,2021-11-18
2758,103,5,29.26,2021-08-21
2759,106,5,16.87,2022-02-26
2760,104,3,26.89,2023-12-07
2761,104,4,13.17,2021-11-29
2762,105,4,23.04,2022-10-23
2763,103,3,27.87,2023-07-15
2764,106,1,12.02,2022-04-21
2765,101,1,17.37,2023-02-16
2766,103,4,18.91,2021-09-11
2767,103,3,10.08,2021-09-02
2768,105,1,24.32,2022-10-20
2769,102,4,26.29,2023-05-09
2770,102,1,27.65,2023-07-12
2771,104,5,18.9,2022-07-25
2772,104,1,20.79,2021-08-06
2773,107,2,15.31,2021-12-21
2774,107,3,22.41,2021-11-06
2775,103,2,19.8,2021-12-31
2776,104,3,22.65,2022-10-01
2777,106,3,19.5,2022-04-14
2778,105,4,27.43,2022-10-13
2779,105,3,25.44,2021-07-21
2780,104,5,14.97,2023-07-15
2781,102,5,10.94,2023-04-19
2782,102,3,25.04,2022-06-08
2783,107,3,17.87,2023-09-14
2784,101,3,12.0,2022-06-13
2785,101,4,24.11,2023-10-30
2786,102,5,12.45,2023-03-04
2787,103,5,21.15,2021-07-31
2788,102,3,23.94,2021-03-09
2789,105,1,19.73,2023-07-19
2790,105,3,13.79,2023-09-14
2791,103,5,24.53,2022-08-06
2792,104,3,18.35,2023-06-30
2793,101,1,13.85,2023-05-16
2794,103,2,23.93,2021-04-18
2795,102,4,26.72,2023-06-15
2796,101,4,21.96,2023-10-15
2797,101,2,18.1,2023-05-17
2798,102,5,20.82,2022-11-06
2799,101,5,14.56,2023-01-16
2800,102,1,25.09,2023-07-28
2801,105,3,29.76,2024-01-01
2802,102,1,18.62,2023-05-17
2803,105,3,18.67,2023-01-19
2804,102,5,23.66,2023-07-01
2805,105,3,17.14,2022-10-11
2806,101,3,26.21,2024-01-19
2807,107,3,10.11,2023-11-30
2808,107,3,27.57,2021-08-03
2809,104,5,18.18,2023-04-04
2810,105,2,10.18,2021-10-29
2811,103,2,16.31,2023-11-10
2812,106,5,12.85,2022-11-16
2813,103,4,18.71,2021-04-03
2814,106,4,16.97,2022-03-07
2815,103,1,28.86,2021-07-18
2816,107,3,20.98,2022-11-18
2817,105,5,29.5,2023-03-29
2818,104,1,14.18,2022-09-03
2819,101,1,26.95,2022-12-01
2820,106,2,29.23,2023-07-11
2821,106,2,26.64,2021-06-25
2822,102,3,20.94,2022-04-20
2823,105,5,25.03,2023-12-27
2824,101,5,28.78,2021-12-14
2825,107,3,24.45,2022-05-31
2826,105,1,16.96,2022-03-29
2827,104,2,17.62,2021-05-26
2828,105,5,26.34,2022-12-07
2829,107,3,20.71,2022-01-25
2830,106,2,12.35,2022-09-17
2831,107,3,14.63,2022-07-21
2832,107,1,17.6,2023-02-10
2833,102,1,14.27,2022-08-27
2834,104,4,15.34,2022-09-02
2835,106,4,20.42,2023-01-31
2836,101,3,22.31,2023-08-04
2837,107,3,24.43,2023-08-12
2838,102,5,24.18,2021-08-28
2839,106,5,24.53,2021-11-21
2840,101,1,13.72,2023-06-15
2841,105,1,10.26,2021-06-20
2842,102,3,20.95,2023-06-24
2843,106,4,24.25,2021-07-25
2844,101,3,23.27,2022-02-18
2845,107,2,27.76,2023-09-19
2846,102,2,17.54,2023-08-08
2847,103,5,10.17,2021-09-25
2848,101,1,25.15,2022-07-05
2849,105,5,22.02,2023-07-20
2850,107,2,23.66,2023-03-23
2851,101,4,28.01,2022-06-20
2852,101,4,27.69,2022-11-30
2853,101,4,13.49,2022-06-12
2854,102,2,13.05,2023-10-09
2855,104,2,24.01,2023-07-25
2856,104,1,18.7,2023-06-19
2857,107,1,10.79,2023-09-29
2858,104,2,23.27,2023-10-12
2859,101,5,26.24,2023-01-24
2860,101,5,11.69,2022-05-07
2861,103,5,24.12,2021-12-12
2862,103,5,16.81,2022-12-23
2863,107,5,15.66,2021-11-12
2864,102,4,25.91,2021-04-02
2865,102,5,11.89,2022-05-10
2866,105,4,24.18,2024-01-30
2867,101,2,10.23,2022-03-20
2868,105,4,26.19,2023-05-09
2869,105,5,15.11,2022-10-03
2870,107,5,18.61,2021-09-13
2871,104,5,10.18,2022-11-14
2872,106,2,19.42,2022-08-08
2873,104,1,11.3,2022-12-11
2874,101,2,13.14,2023-11-23
2875,104,1,21.18,2022-06-27
2876,105,1,28.32,2023-12-28
2877,102,4,10.95,2022-07-04
2878,103,2,14.88,2023-08-26
2879,102,2,15.31,2022-11-08
2880,105,5,21.02,2021-03-20
2881,107,4,26.12,2022-03-10
2882,103,1,13.25,2022-07-29
2883,106,1,25.46,2021-07-26
2884,106,5,23.34,2022-04-19
2885,106,4,26.2,2022-10-30
2886,107,2,10.77,2023-09-30
2887,104,3,21.52,2021-07-29
2888,104,1,29.78,2021-10-05
2889,106,5,22.79,2023-09-02
2890,105,2,15.04,2021-06-23
2891,106,5,23.0,2021-07-03
2892,104,3,28.02,2021-10-23
2893,103,5,19.56,2022-09-22
2894,106,2,25.96,2022-04-02
2895,106,3,14.28,2023-04-01
2896,103,3,13.97,2021-08-13
2897,107,4,21.2,2023-07-24
2898,104,1,26.46,2023-02-20
2899,105,3,28.54,2022-03-30
2900,104,2,15.25,2023-02-18
2901,103,5,20.74,2022-01-16
2902,107,2,29.19,2022-12-27
2903,102,1,10.25,2022-07-10
2904,104,5,17.33,2021-06-30
2905,102,5,26.65,2021-11-29
2906,107,2,20.34,2022-04-08
2907,107,1,20.98,2022-08-04
2908,106,1,19.4,2023-07-26
2909,106,4,17.12,2021-06-05
2910,102,1,21.98,2023-09-14
2911,101,5,13.49,2023-07-08
2912,106,2,29.04,2023-12-21
2913,102,4,11.88,2021-07-26
2914,103,4,10.57,2022-09-07
2915,105,1,24.84,2023-11-23
2916,106,3,10.47,2022-01-09
2917,102,2,29.29,2023-08-26
2918,102,5,11.38,2021-09-21
2919,106,1,19.99,2022-03-05
2920,102,4,18.82,2024-01-24
2921,105,4,14.6,2022-03-16
2922,104,4,20.22,2021-11-24
2923,105,3,18.94,2024-02-09
2924,105,2,27.72,2023-11-10
2925,106,5,19.28,2021-06-10
2926,106,4,10.43,2021-07-02
2927,101,1,13.04,2023-03-13
2928,101,2,12.19,2023-10-28
2929,105,2,12.46,2023-01-29
2930,106,1,27.79,2022-06-22
2931,102,5,14.46,2022-04-15
2932,106,1,21.51,2022-09-13
2933,107,4,23.5,2024-02-04
2934,103,3,26.31,2022-06-28
2935,103,2,29.79,2023-12-02
2936,104,2,22.37,2022-05-12
2937,107,5,27.55,2022-07-13
2938,106,2,24.97,2021-03-22
2939,105,5,17.71,2022-11-05
2940,105,1,14.32,2022-09-03
2941,102,4,22.34,2021-06-04
2942,102,4,14.37,2022-08-20
2943,106,2,11.82,2022-05-26
2944,104,1,26.08,2022-12-26
2945,104,5,22.37,2021-12-07
2946,107,4,15.98,2023-06-13
2947,107,5,17.6,2022-02-04
2948,102,1,18.29,2021-04-25
2949,105,5,18.51,2021-02-22
2950,104,2,24.95,2022-05-06
2951,101,2,16.97,2023-08-08
2952,104,5,27.98,2023-10-29
2953,105,3,26.42,2022-11-13
2954,102,4,27.27,2021-10-31
2955,101,1,26.77,2023-01-13
2956,101,4,28.8,2021-09-05
2957,105,4,12.47,2021-04-18
2958,104,5,28.28,2022-02-04
2959,105,1,25.42,2021-03-28
2960,105,5,20.57,2022-07-27
2961,101,3,17.09,2022-03-12
2962,106,1,12.38,2022-07-31
2963,106,3,11.91,2022-07-20
2964,107,5,13.48,2022-12-20
2965,107,4,15.75,2023-01-22
2966,102,4,18.39,2024-01-30
2967,102,2,15.53,2023-05-02
2968,101,3,16.01,2021-06-24
2969,101,5,28.33,2023-11-24
2970,102,3,10.76,2023-06-16
2971,102,3,15.04,2021-08-16
2972,104,1,29.12,2023-07-25
2973,102,3,12.34,2021-08-11
2974,104,1,20.62,2022-11-11
2975,107,3,16.01,2022-04-08
2976,106,4,12.5,2022-06-29
2977,105,4,13.03,2021-09-14
2978,104,1,29.67,2022-03-18
2979,104,3,21.86,2021-04-20
2980,102,4,17.29,2022-11-28
2981,103,3,24.7,2023-10-16
2982,105,3,25.12,2021-11-20
2983,103,3,18.59,2023-04-24
2984,106,1,17.75,2023-03-12
2985,104,3,11.6,2023-09-30
2986,106,1,24.22,2022-11-01
2987,104,4,10.25,2021-10-21
2988,106,5,22.92,2023-09-23
2989,101,4,29.57,2021-06-18
2990,101,1,28.83,2023-09-03
2991,103,3,18.49,2023-05-17
2992,104,2,10.02,2022-05-05
2993,102,4,13.4,2023-02-26
2994,104,1,24.7,2023-10-04
2995,102,4,21.83,2022-09-15
2996,102,4,29.37,2022-08-31
2997,104,1,15.44,2022-07-05
2998,105,4,15.85,2023-11-19
2999,103,2,26.14,2021-06-11
3000,102,1,10.98,2022-04-28
3001,107,1,23.86,2022-09-24
3002,107,4,27.23,2023-07-20
3003,104,1,11.69,2021-06-10
3004,102,5,20.74,2023-02-20
3005,102,5,19.07,2021-11-12
3006,106,5,23.4,2021-08-25
3007,102,2,11.29,2022-11-08
3008,104,4,28.63,2021-08-08
3009,104,1,29.36,2023-11-25
3010,102,3,29.43,2023-11-26
3011,107,1,17.69,2023-02-28
3012,107,2,20.22,2022-12-02
3013,103,5,27.21,2022-04-04
3014,106,1,29.98,2022-08-23
3015,107,4,25.5,2023-04-17
3016,105,3,25.52,2023-09-16
3017,106,1,15.14,2023-10-18
3018,103,1,24.3,2021-02-23
3019,103,4,21.56,2021-07-14
3020,102,3,24.49,2022-02-07
3021,103,3,15.91,2023-08-13
3022,104,4,21.52,2022-09-06
3023,104,4,27.49,2021-04-09
3024,106,5,29.93,2022-10-08
3025,103,1,19.58,2022-10-26
3026,101,1,15.4,2024-01-14
3027,105,1,11.62,2023-09-27
3028,107,1,12.98,2022-12-07
3029,104,3,10.88,2022-11-18
3030,101,3,28.19,2022-03-16
3031,103,3,16.94,2021-10-10
3032,106,2,28.7,2021-10-16
3033,106,4,24.11,2023-05-03
3034,107,3,20.41,2021-08-23
3035,105,3,23.79,2022-07-21
3036,106,4,26.7,2022-12-11
3037,107,2,23.3,2023-02-07
3038,106,1,19.26,2022-08-21
3039,101,3,27.89,2021-11-30
3040,107,1,28.66,2023-06-09
3041,103,1,19.68,2023-05-09
3042,101,3,11.87,2021-07-09
3043,105,1,27.4,2022-05-15
3044,105,1,15.5,2022-09-06
3045,107,2,15.11,2023-10-30
3046,103,4,18.38,2023-06-16
3047,103,1,17.74,2023-10-20
3048,103,4,25.17,2022-01-15
3049,105,3,12.81,2024-02-12
3050,105,5,21.57,2023-07-04
3051,106,1,23.47,2022-09-25
3052,101,1,10.56,2023-05-31
3053,107,2,25.59,2021-07-11
3054,101,1,27.96,2023-08-02
3055,106,5,12.6,2023-08-07
3056,101,2,19.8,2022-06-13
3057,101,2,25.22,2022-05-11
3058,105,4,29.84,2021-09-25
3059,104,3,12.62,2022-05-20
3060,105,1,14.07,2022-06-21
3061,101,1,28.16,2023-11-28
3062,101,3,23.12,2022-12-17
3063,103,4,27.88,2021-09-18
3064,101,5,11.12,2021-12-23
3065,104,4,27.37,2022-12-27
3066,101,2,28.77,2022-02-15
3067,102,2,18.12,2021-06-07
3068,102,5,12.17,2022-10-24
3069,103,2,16.22,2022-10-29
3070,105,5,23.83,2021-02-26
3071,101,2,14.44,2021-09-01
3072,107,4,18.39,2022-01-04
3073,105,5,20.63,2022-03-22
3074,105,2,20.06,2022-03-27
3075,103,1,25.76,2023-12-07
3076,102,4,26.66,2021-12-17
3077,104,5,22.26,2023-06-27
3078,104,3,27.01,2022-10-13
3079,102,2,18.77,2022-02-12
3080,102,4,16.15,2023-10-11
3081,104,3,26.01,2021-12-17
3082,103,4,15.3,2023-03-21
3083,103,3,26.13,2023-01-15
3084,103,1,16.46,2021-06-20
3085,106,1,27.94,2022-10-14
3086,105,3,27.56,2022-03-16
3087,102,5,26.33,2024-01-22
3088,103,4,23.05,2023-09-18
3089,105,3,23.32,2021-09-18
3090,102,1,27.98,2021-04-06
3091,105,5,28.05,2024-01-30
3092,102,1,15.87,2023-12-20
3093,102,1,23.12,2023-03-22
3094,102,3,28.18,2021-06-22
3095,106,4,21.97,2022-12-31
3096,101,1,18.88,2021-06-18
3097,104,3,27.88,2024-01-28
3098,104,5,22.97,2022-05-19
3099,102,5,15.73,2023-08-11
3100,102,3,24.14,2022-10-18
3101,107,4,21.24,2023-01-05
3102,103,3,10.6,2023-09-16
3103,103,4,13.69,2022-11-04
3104,104,2,24.39,2021-10-20
3105,106,4,12.61,2022-03-27
3106,107,2,29.02,2022-06-25
3107,103,3,12.57,2022-01-04
3108,104,3,27.21,2022-11-04
3109,102,3,27.69,2022-12-02
3110,104,1,20.3,2022-02-25
3111,103,2,25.12,2023-07-17
3112,106,5,15.25,2021-03-02
3113,107,2,12.52,2023-02-22
3114,103,1,12.13,2023-03-18
3115,102,3,25.26,2024-01-06
3116,103,3,13.0,2021-08-14
3117,107,4,21.39,2021-05-25
3118,101,4,14.03,2023-06-17
3119,106,5,25.49,2023-02-16
3120,104,2,20.46,2022-01-14
3121,104,5,17.48,2022-02-17
3122,103,4,25.56,2021-07-30
3123,102,1,22.21,2022-07-25
3124,103,1,24.42,2022-11-10
3125,105,2,18.54,2021-12-19
3126,105,5,12.07,2023-06-12
3127,106,5,18.82,2022-09-03
3128,106,4,22.43,2022-10-05
3129,103,2,20.54,2023-11-23
3130,105,5,11.09,2022-01-07
3131,103,3,20.36,2023-08-11
3132,105,2,27.51,2022-09-14
3133,105,2,22.59,2022-09-14
3134,102,5,16.04,2022-11-27
3135,103,3,19.51,2022-08-23
3136,101,1,29.55,2023-07-20
3137,105,3,16.22,2023-08-12
3138,102,5,28.32,2022-10-07
3139,104,5,12.65,2021-05-24
3140,107,2,26.82,2021-08-20
3141,105,4,24.12,2021-04-23
3142,102,3,18.19,2021-06-15
3143,104,5,25.12,2022-04-18
3144,104,4,18.43,2023-03-12
3145,105,3,20.93,2023-04-13
3146,102,5,19.85,2022-09-07
3147,104,4,21.07,2021-12-02
3148,103,3,16.79,2022-12-22
3149,107,2,21.43,2022-10-16
3150,104,4,24.04,2022-07-08
3151,104,3,26.32,2021-07-09
3152,106,2,18.39,2021-02-17
3153,102,2,23.93,2022-02-22
3154,103,2,22.94,2021-04-25
3155,102,3,27.25,2021-05-31
3156,106,4,18.49,2021-10-19
3157,101,5,25.54,2021-05-02
3158,105,1,28.83,2021-03-26
3159,104,3,27.78,2021-06-17
3160,105,3,27.06,2022-02-20
3161,103,4,21.08,2023-08-14
3162,102,3,28.68,2023-01-14
3163,107,4,26.69,2021-07-30
3164,103,3,18.86,2021-07-07
3165,106,3,16.57,2021-05-26
3166,101,5,21.34,2021-11-19
3167,104,1,17.37,2023-06-25
3168,102,1,10.79,2023-01-12
3169,105,5,22.37,2022-11-05
3170,104,5,27.76,2022-02-24
3171,104,5,19.97,2022-08-25
3172,104,2,20.82,2021-11-22
3173,104,2,19.71,2021-12-31
3174,103,3,14.1,2023-12-06
3175,102,3,22.81,2021-03-20
3176,103,5,28.62,2021-03-06
3177,102,2,11.44,2022-02-18
3178,104,3,25.03,2022-03-18
3179,104,3,18.16,2021-07-19
3180,102,4,15.42,2021-04-12
3181,106,5,24.97,2023-08-25
3182,106,1,10.45,2023-08-15
3183,101,1,24.68,2021-09-23
3184,101,3,15.89,2022-03-23
3185,104,4,22.83,2022-07-18
3186,101,3,29.12,2023-02-17
3187,104,1,18.38,2022-06-23
3188,102,1,18.56,2023-09-25
3189,102,5,29.94,2021-08-07
3190,107,5,11.74,2022-01-31
3191,101,4,24.32,2022-10-17
3192,105,5,14.4,2021-07-08
3193,106,2,18.71,2021-03-24
3194,103,2,28.38,2022-09-28
3195,107,1,18.42,2023-10-16
3196,103,1,15.25,2022-03-19
3197,106,1,10.85,2021-09-20
3198,105,3,27.9,2021-06-22
3199,104,5,23.72,2023-05-15
3200,103,5,29.21,2023-06-13
3201,105,5,13.66,2021-10-31
3202,105,5,17.2,2023-11-30
3203,102,3,23.17,2021-12-27
3204,102,5,27.82,2022-05-02
3205,101,3,16.03,2022-03-01
3206,104,3,22.05,2021-08-29
3207,103,3,23.65,2022-09-02
3208,102,3,25.29,2022-10-28
3209,107,2,14.61,2022-02-22
3210,104,5,18.71,2024-02-01
3211,106,3,15.33,2022-02-23
3212,106,4,11.34,2024-01-28
3213,102,2,22.07,2022-09-17
3214,106,4,27.86,2022-02-22
3215,106,2,13.03,2021-10-06
3216,104,5,16.53,2022-10-08
3217,105,4,23.75,2023-04-13
3218,102,4,16.49,2021-09-29
3219,107,2,16.07,2022-09-08
3220,104,5,23.9,2021-04-29
3221,104,4,22.62,2022-09-17
3222,102,5,26.56,2021-07-31
3223,104,2,20.71,2022-06-09
3224,103,2,13.4,2021-03-22
3225,103,2,18.5,2023-03-09
3226,107,1,28.35,2021-04-17
3227,104,1,29.51,2023-11-06
3228,103,4,16.69,2022-12-22
3229,101,3,24.28,2021-05-11
3230,103,5,29.57,2022-01-24
3231,102,5,12.34,2022-05-01
3232,106,1,18.03,2022-03-14
3233,106,5,24.93,2023-09-10
3234,102,3,16.16,2022-01-16
3235,104,3,20.89,2023-05-17
3236,106,4,22.09,2023-01-12
3237,107,4,19.69,2023-03-05
3238,103,2,13.31,2021-02-27
3239,106,4,27.42,2023-07-14
3240,106,4,28.15,2021-07-31
3241,101,5,12.98,2022-07-10
3242,102,1,14.71,2021-12-11
3243,102,3,29.99,2021-06-12
3244,102,2,27.19,2021-09-28
3245,106,4,28.58,2023-09-30
3246,102,5,27.46,2023-01-22
3247,106,4,21.98,2023-06-05
3248,101,2,20.93,2021-08-15
3249,105,3,23.64,2022-05-06
3250,107,2,13.27,2021-12-14
3251,107,2,13.53,2023-12-09
3252,101,2,19.22,2023-10-01
3253,105,2,15.78,2023-06-02
3254,103,5,16.44,2022-01-08
3255,106,5,16.73,2023-09-30
3256,101,4,14.36,2022-06-22
3257,102,2,26.4,2022-01-17
3258,104,5,24.35,2023-08-24
3259,105,5,27.84,2021-08-01
3260,105,2,19.02,2024-01-19
3261,107,5,27.18,2021-04-03
3262,103,5,24.68,2023-08-28
3263,107,1,10.22,2022-10-15
3264,106,5,28.92,2022-10-16
3265,106,2,17.87,2021-09-24
3266,105,4,28.61,2022-03-03
3267,103,3,28.24,2022-09-22
3268,105,1,23.15,2021-04-24
3269,107,3,15.61,2024-01-07
3270,102,5,17.65,2022-06-08
3271,101,5,29.66,2022-09-08
3272,104,3,25.59,2021-12-31
3273,105,3,24.34,2023-08-06
3274,106,1,28.04,2023-03-17
3275,101,3,14.2,2024-01-20
